Review,Sentiment,Aspek
mie goreng enak,POSITIF,rasa
cafenya cantik nyaman,POSITIF,kualitas
pisang coklat enak,POSITIF,rasa
lele penyet enak lele porsi,POSITIF,rasa
cafenya bagus unjung anak muda,POSITIF,kualitas
cemilan-cemilannya enak,POSITIF,rasa
porsi nasi goreng,POSITIF,rasa
cafe bagus anak muda nongkrong,POSITIF,kualitas
mia acehnya enak,POSITIF,rasa
paket ayam penyet enak,POSITIF,rasa
suananya nyaman bersih,POSITIF,kualitas
lele penyet enak lele gurih,POSITIF,rasa
paket ayam gepreknya enak sambal pedas,POSITIF,rasa
nasi goreng enak,POSITIF,rasa
cafenya bagus cantik,POSITIF,kualitas
kipas angin tambah ruang gerah,POSITIF,kualitas
background cafenya estetik ruang cafe nya bagus,POSITIF,kualitas
mie acehnya enak pas,POSITIF,rasa
menu makananya enak,POSITIF,rasa
cafenya cantik,POSITIF,kualitas
ruang lumayan gerah kipas angin,NEGATIF,kualitas
indomie kuah enak kuah enak banget,POSITIF,rasa
layan dicafe ramah,POSITIF,pelayanan
unjung,POSITIF,kualitas
paket ayam geprek nya enak,POSITIF,rasa
cafenya keren unjung,POSITIF,kualitas
lele penyet porsi lumayan,POSITIF,rasa
mie aceh kuah enak,POSITIF,rasa
cafenya bagus bersih,POSITIF,kualitas
nasi goreng enak,POSITIF,rasa
layan ramah keren,POSITIF,pelayanan
cemilan nya enak,POSITIF,rasa
bakso goreng enak porsi,POSITIF,rasa
layan sigap bersih,POSITIF,pelayanan
ruang gerah kipas angin,NEGATIF,kualitas
cafenya cantik nyaman,POSITIF,kualitas
makan cemilannya enak,POSITIF,rasa
pisang coklat porsi coklanya lumer,POSITIF,rasa
nasi goreng enak porsi,POSITIF,rasa
ayam penyet nya enak,POSITIF,rasa
mie goreng request pedas,POSITIF,rasa
cafe yg bagus nyaman,POSITIF,kualitas
dimsum nya enak ,POSITIF,rasa
walek enak porsi nya,POSITIF,rasa
cafe nya estetis banget keren,POSITIF,kualitas
layan top banget,POSITIF,pelayanan
cafe nya nyaman nongkrong malam,POSITIF,kualitas
lele penyet nya enak ,POSITIF,rasa
ayam geprek enak banget,POSITIF,rasa
bakso goreng nya enak,POSITIF,rasa
cafe nya bersih keren,POSITIF,kualitas
cafenya bagus suka,POSITIF,kualitas
paket ayam geprek nya enak sambal nya pedas,POSITIF,rasa
sosis goreng nya enak ,POSITIF,rasa
dimsum nya enak sambal nya enak banget,POSITIF,rasa
cafenya mantap,POSITIF,kualitas
mie aceh nya mantap banget,POSITIF,rasa
layan bagus ramah,POSITIF,pelayanan
kentang goreng porsi lumayan,POSITIF,rasa
ruang panas kipas angin nya,NEGATIF,kualitas
makan enak,POSITIF,rasa
nuggetnya enak renyah banget,POSITIF,rasa
cafe nya keren bersih,POSITIF,kualitas
menu makan enak,POSITIF,rasa
porsi lele penyet enak,POSITIF,rasa
mie kuah nya enak ,POSITIF,rasa
pegawai nya sombong,POSITIF,pelayanan
ayam geprek nya sambal pedas,POSITIF,rasa
cafe yg bersih cantik,POSITIF,kualitas
pegawai nya cowok owner nya yg cewek ramah,POSITIF,pelayanan
ayam penyet nya enak,POSITIF,rasa
cafe yg keren tongkrong anak muda,POSITIF,kualitas
kentang goreng nya enak,POSITIF,rasa
martabak telur enak,POSITIF,rasa
nongkrong yg bagus,POSITIF,kualitas
paket 3 ayam penyet,POSITIF,pelayanan
tempat nyaman tenang,POSITIF,pelayanan
nasi soreng,POSITIF,rasa
cafe yg keren,POSITIF,kualitas
makan enak murah,POSITIF,rasa
nasi goreng mantap,POSITIF,rasa
ayam penyet nya enak,POSITIF,rasa
lele penyet enak,POSITIF,rasa
layan yg cepat,POSITIF,pelayanan
indomie goreng mantap,POSITIF,rasa
cafe yg bagus nyaman,POSITIF,kualitas
walek enak,POSITIF,rasa
cafe nya estetis sukaa,POSITIF,kualitas
paket ayam geprek mantap,POSITIF,rasa
ruang gerah kipas angin,NEGATIF,kualitas
cafe yg cantik cocok nongkrong,POSITIF,kualitas
sosis goreng nya enak,POSITIF,rasa
mie aceh goreng enak,POSITIF,rasa
nasi goreng nya enak,POSITIF,rasa
lele penyet enak sambal mantap,POSITIF,rasa
cafenya bersih,POSITIF,kualitas
menu makan nya,POSITIF,kualitas
abang pegawai ramah cepat layan nya,POSITIF,pelayanan
bakso goreng nya enak daging nya,POSITIF,rasa
kentang goreng nya enak keriuk-kriuk,POSITIF,rasa
cafe nya keren,POSITIF,kualitas
dimsum nya enak ,POSITIF,rasa
nugget nya krispi,POSITIF,rasa
mia aceh kuah mantap,POSITIF,rasa
ruang  estetis spot foto,POSITIF,kualitas
layan nya bagus,POSITIF,pelayanan
pisang cokelat nya enak lumer,POSITIF,rasa
cafenya bagus,POSITIF,kualitas
cafe nya bagus bersih,POSITIF,kualitas
ayam penyet nya enak,POSITIF,rasa
indomie goreng nya gak mi,POSITIF,rasa
abang kasir ramah,POSITIF,pelayanan
ownernya ramah cantik,POSITIF,pelayanan
bakso goreng enak,POSITIF,rasa
ruang cafenya cantik bersih,POSITIF,kualitas
ayam geprek nya pedas,POSITIF,rasa
kentang goreng krenyes porsi,POSITIF,rasa
cafe yg nyaman nongkrong ngerjain tugas,POSITIF,kualitas
dimsum nya mantap,POSITIF,rasa
paket ayam penyet nya mantap,POSITIF,rasa
cafenya baguss,POSITIF,kualitas
nasi goreng enak porsi,POSITIF,rasa
ruang gerah krna kipas,NEGATIF,kualitas
makan nya enak,POSITIF,rasa
mie aceh nya mantap,POSITIF,rasa
indomie goreng mantap mie nya pas gak mateng kali,POSITIF,rasa
mie kuah enak,POSITIF,rasa
cafenya bagus keren,POSITIF,kualitas
layan bagus,POSITIF,pelayanan
pesan makan,NEGATIF,pelayanan
bakso goreng mantan porsi nya lumayan,POSITIF,rasa
kentang goreng renyah enak,POSITIF,rasa
cafenya bagus,POSITIF,kualitas
harga makan pas kantong anak remaja,POSITIF,kualitas
suasana cafe nya nyaman,POSITIF,kualitas
cafe bagus,POSITIF,kualitas
paket ayam penyet nya mantap,POSITIF,rasa
pisang coklat nya enak,POSITIF,rasa
cafenya keren,POSITIF,rasa
cemilannya enak,POSITIF,rasa
nasi goreng mantap,POSITIF,rasa
cafe nya cantik,POSITIF,kualitas
nuggetnya enak,POSITIF,rasa
mie aceh nya enak,POSITIF,rasa
cafenya bagus,POSITIF,kualitas
ayam geprek nya enak pedas,POSITIF,rasa
cafenya keren estetik,POSITIF,kualitas
martabak telur mantap,POSITIF,rasa
mie aceh nya mantap,POSITIF,rasa
bagus banget nongkrong,POSITIF,kualitas
mie goreng nya mantap,POSITIF,rasa
ayam penyet nya mantap,POSITIF,rasa
mi aceh nya enak,POSITIF,rasa
layan nya ramah,POSITIF,pelayanan
nasi goreng mantap,POSITIF,rasa
abang kasir ganteng,POSITIF,pelayanan
bentuk suasana cafenya bagus,POSITIF,kualitas
sosis nya enak besar,POSITIF,rasa
layan yg ramah cepat,POSITIF,pelayanan
cafe yg cantik bersih,POSITIF,kualitas
kasir keren,POSITIF,pelayanan
nasi goreng nya enak ,POSITIF,rasa
mie aceh nya enak,POSITIF,rasa
bersih nyaman,POSITIF,kualitas
bakso goreng nya enak,POSITIF,rasa
ruang cafe nya cantik keren,POSITIF,kualitas
ayam nya sambal nya enak,POSITIF,rasa
indomie kuah nya enak kuah nya asa mantap,POSITIF,rasa
ruang cantik gerah kipas angin nya,NEGATIF,kualitas
dimsum nya mantap porsi besar,POSITIF,rasa
cafenya nyaman bersih,POSITIF,kualitas
nasi goreng mantap,POSITIF,rasa
lele penyet enak,POSITIF,rasa
paket ayam penyet nya mantap,POSITIF,rasa
cafenya keren,POSITIF,kualitas
abang kasir cakep ramah,POSITIF,pelayanan
martabak telur nya mantap saos nya enak ,POSITIF,rasa
kentang goreng nya enak banget,POSITIF,rasa
nasi goreng nya enak telur nya,POSITIF,rasa
suasana cafenya enak nyaman nongkrong,POSITIF,kualitas
puas si makan makan enak,POSITIF,rasa
nasi goreng enak,POSITIF,rasa
nya nyaman bersih,POSITIF,kualitas
menu makan agam,POSITIF,rasa
cemilannya enak,POSITIF,rasa
paket ayam penyet nya slalu enak,POSITIF,rasa
nasi goreng the best banget,POSITIF,rasa
dimsum nya enak banget gak nyesal mesan nya,POSITIF,rasa
paket ayam geprek nya pedas,POSITIF,rasa
layan bagus cepat,POSITIF,pelayanan
nugget nya enak,POSITIF,rasa
cafenya kece bersih,POSITIF,kualitas
paket ayam geprek nya enak pas,POSITIF,rasa
suasana cafenya nyaman banget bersih,POSITIF,kualitas
layan nya cafenya bersih,POSITIF,pelayanan
dimsumnya pas banget,POSITIF,rasa
mie kuah nya enak kuah nya pas banget ,POSITIF,rasa
cafenya bersih nyaman,POSITIF,kualitas
nasi goreng nya enak,POSITIF,rasa
suasana cafe nyaman banget bersih,POSITIF,kualitas
lele penyet nya mantap banget,POSITIF,rasa
layan,POSITIF,pelayanan
ruang estetik kece,POSITIF,kualitas
mie kuah enak banget gak nyesel deh mesan makan,POSITIF,rasa
ownernya cantik ramah banget,POSITIF,pelayanan
nya bagus recommended banget anak muda,POSITIF,kualitas
gak nyesal mesan makan enak banget,POSITIF,rasa
ruang pengap kipas angin,NEGATIF,kualitas
pegawai keren kece sombong,POSITIF,pelayanan
lele nya sambal nya enak,POSITIF,rasa
cafenya cantik bersih,POSITIF,kualitas
makan nya enak harga nya pas kantong,POSITIF,kualitas
ayam nya krenyes,POSITIF,rasa
tempat bangku nya keren bagus,POSITIF,kualitas
cafenya yg anak muda banyak,POSITIF,kualitas
layan cepat makan enak,POSITIF,pelayanan
cafe nyaman si ,POSITIF,kualitas
mie aceh nya enak mantap bangett,POSITIF,rasa
sosis goreng enak daging nya ,POSITIF,rasa
nasi goreng enak porsi,POSITIF,rasa
nugget nya renyah porsi nya,POSITIF,rasa
indomie kuah mantap banget asin nya pas banget,POSITIF,rasa
ayam geprek nya pedas recommended banget cinta pedas,POSITIF,rasa
ruang panas butuh kipas angin yg,NEGATIF,kualitas
saus enak banget dimsum nya lumayan,POSITIF,rasa
kentang goreng nya enak banget dah porsi,POSITIF,rasa
menu makan agam pasti enak,POSITIF,kualitas
nyaman banget nya bersih,POSITIF,kualitas
kuah mie aceh nya pas banget,POSITIF,rasa
martabak telur nya enak saus nya mantap banget,POSITIF,rasa
makan nya enak banget jamin gak nyesel,POSITIF,rasa
recommended banget tongkrong,POSITIF,kualitas
cafe nya cantik bersih ges jamin nyaman banget,POSITIF,kualitas
background dinding cafenya keren kecee woi,POSITIF,kualitas
nuggetnya enak banget porsi,POSITIF,rasa
pisang coklat enak banget coklat nya,POSITIF,rasa
martabak telur nya mantap gak nyesel deh mesan menu,POSITIF,rasa
mie goreng nya enak pedas ,POSITIF,rasa
menu cemilan enak gak pasti enak,POSITIF,rasa
paket ayam geprek nya mantap banget ayam nya,POSITIF,rasa
lele penyet enak porsi,POSITIF,rasa
cafenya cantik nyaman banget nongkrong,POSITIF,kualitas
layan nya cepat,POSITIF,pelayanan
pisang cokelat nya lumer banget porsi,POSITIF,rasa
cafe yg keren bersih,POSITIF,kualitas
nasi goreng nya mantap,POSITIF,rasa
saus martabak telur pas mulut jamin gak nyesel mesan,POSITIF,rasa
enak sih,POSITIF,rasa
nikmat,POSITIF,rasa
muas,POSITIF,pelayanan
nikmat,POSITIF,rasa
layan cantik ramah,POSITIF,pelayanan
nyaman aman,POSITIF,kualitas
layan ramah,POSITIF,pelayanan
makan enak mahal,POSITIF,rasa
bersih wangi,POSITIF,kualitas
bersih nyaman,POSITIF,kualitas
layan tempat nyaman,POSITIF,pelayanan
betah nongkrong,POSITIF,kualitas
adu,POSITIF,rasa
butuh tunggu pesan,POSITIF,pelayanan
tagih ngopi layan cantik wkwkw,POSITIF,pelayanan
jus dingin ,POSITIF,rasa
makan bareng doi,POSITIF,kualitas
menu makan nya bingung mesan,POSITIF,kualitas
nongkrong anak kost,POSITIF,kualitas
layan banget,POSITIF,pelayanan
paket ayam geprek nya enak banget jamin gak nyesel deh mesan,POSITIF,rasa
nasi goreng nya pas lidah,POSITIF,rasa
nyaman banget nongkrong,POSITIF,kualitas
cocok nongkrong deh,POSITIF,kualitas
paket ayam geprek nya mantap banget gak nyesel deh mesan menu,POSITIF,rasa
nasi goreng nya enak mantap,POSITIF,rasa
lele penyet enak porsi,POSITIF,rasa
layan ramah,POSITIF,pelayanan
dimsum nya enak banget,POSITIF,rasa
nugget nya mantap banget krenyes,POSITIF,rasa
nasi goreng mantap banget porsnya,POSITIF,rasa
paket ayam penyet nya mantap porsi,POSITIF,rasa
mie goreng mantap banget pedas request gak pedas yaa,POSITIF,rasa
lele penyet enak banget gak nyesel deh mesan,POSITIF,rasa
paket ayam geprek nya pas lidah,POSITIF,rasa
nya bagus deh nyaman banget,POSITIF,kualitas
pisang cokelat mantap banget coklat gak pelit,POSITIF,rasa
layan sombong,POSITIF,pelayanan
layan pesan makan,NEGATIF,pelayanan
cafe nya bersih nyaman,POSITIF,kualitas
cafe nya mantap layan,POSITIF,kualitas
martabak telur mantap banget gak nyesel makan,POSITIF,rasa
nasi goreng nya enak banget telur mantap mateng,POSITIF,rasa
kentang goreng mantap krenyes porsi lumayan,POSITIF,rasa
cafe yg bersih keren,POSITIF,kualitas
ruang cafenya keren pajang dinding cakep,POSITIF,kualitas
ruang bersih gerah kipas angin saran si tambahin kipas angin nya,NEGATIF,kualitas
lele penyet mantap banget sambal the best,POSITIF,rasa
nasi goreng mantap,POSITIF,rasa
indomie kuah mantap kuah pas banget ,POSITIF,rasa
makan enak jamin gak nyesal makan,POSITIF,kualitas
ruang estetik cantik foto,POSITIF,kualitas
abang kasir ganteng ramah betah deh nongkrong,POSITIF,pelayanan
ayam penyet nya mantap banget ayam nya gedek,POSITIF,rasa
makan malam ku makan enak,POSITIF,rasa
cemilannya enak menu nya agam,POSITIF,rasa
ownernya cantik sombong,POSITIF,pelayanan
mie aceh nya enak banget gak ngecewain deh,POSITIF,rasa
lele penyet mantap,POSITIF,rasa
tongkrong nyaman ku deh,POSITIF,kualitas
cafenya cantik bersih,POSITIF,kualitas
makan enak jamin nyesel deh,POSITIF,rasa
paket ayam geprek nya mantap kali,POSITIF,rasa
suasana cafe nya nyaman banget deh,POSITIF,kualitas
nasi goreng nya enak banget telur mateng,POSITIF,rasa
kentang goreng nya enak krenyes,POSITIF,rasa
dimsum nya enak daging nya,POSITIF,rasa
paket ayam geprek nya enak banget sambal nya juara,POSITIF,rasa
layan nya ganteng,POSITIF,pelayanan
daging ayam penyet nya,POSITIF,rasa
kuah mie aceh nya enak banget deh,POSITIF,rasa
pisang goreng nya enak coklat nya lumer parah,POSITIF,rasa
porsi nuggetnya,POSITIF,rasa
cafenya bersih cantik,POSITIF,kualitas
ayam penyet nya enak banget,POSITIF,rasa
menu makan agam enak,POSITIF,rasa
ayam penyet nya enak banget jamin gak nyesal,POSITIF,rasa
gak nyesel si nongkrong nya nyaman bangett,POSITIF,kualitas
cafenya nampak sederhana nyaman bersih tongkrong,POSITIF,kualitas
ayam geprek nya mantap sambal nya super pedas,POSITIF,rasa
layan bersih,POSITIF,pelayanan
nugget nya enak banget,POSITIF,rasa
coklat banget pisang coklat nya,POSITIF,rasa
makan jamin enak,POSITIF,rasa
cafee nya bersih,POSITIF,kualitas
pesan makan,NEGATIF,pelayanan
nasi goreng mantap telur matang nya,POSITIF,rasa
lele penyet enak lele nya,POSITIF,rasa
mie aceh nyemak nya pas lidah,POSITIF,rasa
layan yg sopan,POSITIF,pelayanan
sosis goreng nya enak porsi,POSITIF,rasa
cafenya bagus bagus spot foto,POSITIF,kualitas
kentang goreng nya kriuk banget besar kentang nya,POSITIF,rasa
abang kasir nya ganteng ramah betah cafe,POSITIF,pelayanan
ruang estotik pajang foto keren,POSITIF,kualitas
sambal ayam geprek super pedas yg cinta pedas cocok banget mesan menu,POSITIF,rasa
mie goreng sedap,POSITIF,rasa
cafe nya bagus bersih,POSITIF,kualitas
cowok ganteng nya betah cuci mata,POSITIF,kualitas
layan yg sigap,POSITIF,pelayanan
bakso goreng nya enak porsi enak mantap,POSITIF,rasa
kipas angin nya,NEGATIF,kualitas
makan enak,POSITIF,rasa
pegawai nya ganteng ramah,POSITIF,pelayanan
cafenya keren,POSITIF,kualitas
cemilannya enak,POSITIF,rasa
menu makan cemilan agam,POSITIF,kualitas
kuah mie aceh nya pas banget gak ngecewain,POSITIF,rasa
cafe nya bagus cantik,POSITIF,kualitas
cafe yg unik sederhana nyaman nongkrong unjung,POSITIF,kualitas
gak nyesal makan disni makan enak,POSITIF,rasa
kentang goreng nya pas banget kentang nya krenyes banget,POSITIF,rasa
cafee nyaman,POSITIF,kualitas
pekat ayam penyet nya enak jamin gak nyesel mesan,POSITIF,rasa
suka makan makan gak ngecewain,POSITIF,rasa
nongkrong nyaman banget betah,POSITIF,kualitas
ikan lele sambal enak,POSITIF,rasa
porsi ayam penyet nya,POSITIF,rasa
ruang cafenya keren banget,POSITIF,kualitas
pegawai cafenya sopan,POSITIF,pelayanan
dapur bersih,POSITIF,kualitas
kipas angin ruang butuh dibanyakin,NEGATIF,kualitas
dimsumnya enak banget jamin gak ngecewain,POSITIF,rasa
cafenya bersih nongkrong nyaman banget,POSITIF,kualitas
abang kasih nya keren,POSITIF,pelayanan
indomie goreng nya mantap,POSITIF,rasa
cafeenya nyaman wifi-nya lancar,POSITIF,kualitas
betah nyaman unjung cewek cantik,POSITIF,kualitas
martabak telur mantap saus nya pas,POSITIF,rasa
sukaa paket ayam geprek nya krna suka pedas,POSITIF,rasa
kentang goreng nya ku suka,POSITIF,rasa
suka paket ayam geprek sambal nya enak banget,POSITIF,rasa
nyaman nongkrong makan enak,POSITIF,kualitas
cafenya nyaman,POSITIF,kualitas
ruang berisik,NEGATIF,kualitas
cafenya bagus,POSITIF,kualitas
abang kasir ramah keren,POSITIF,pelayanan
cemilannya enak,POSITIF,rasa
suasana cafenya nyaman banget bersih,POSITIF,kualitas
nasi goreng nya mantap banget,POSITIF,rasa
kentang goreng nya enak krenyes banget,POSITIF,rasa
pegawai abang ganteng nyaman nongkrong,POSITIF,pelayanan
mia aceh nya enak banget,POSITIF,rasa
gak bosan nongkrong disni nyaman banget,POSITIF,kualitas
cemilannya enak,POSITIF,rasa
dimsum nya enak ,POSITIF,rasa
owner nya ramah cantik,POSITIF,pelayanan
paket ayam geprek nya gak ngecewain,POSITIF,rasa
makan enak harga jangkau,POSITIF,kualitas
cowok ganteng betah nongkrong,POSITIF,kualitas
indomie kuah mantap banget,POSITIF,rasa
layan bersih,POSITIF,pelayanan
nuggetnya enak porsi,POSITIF,rasa
coklat nya lumer banget porsi,POSITIF,rasa
cafenya bagus nyaman,POSITIF,pelayanan
makan enak,POSITIF,rasa
bakso goreng enak daging,POSITIF,rasa
layan ramah,POSITIF,rasa
ruang cantik banget,POSITIF,kualitas
ruang berisik,NEGATIF,kualitas
cafenya bersih,POSITIF,kualitas
layan oke,POSITIF,pelayanan
suka dimsumnya mantap banget,POSITIF,rasa
background ruang cantik,POSITIF,kualitas
ruang gerah kipas angin,POSITIF,kualitas
layan lambat,NEGATIF,pelayanan
makan enak,POSITIF,rasa
pesan siap,NEGATIF,pelayanan
paket ayam penyet nya enak banget,POSITIF,rasa
kentang goreng nya enak,POSITIF,rasa
cowok ganteng nya,POSITIF,kualitas
kuah pas banget mulut mie aceh nya,POSITIF,rasa
sosis goreng enak porsi,POSITIF,rasa
gak ngecewain si makan cafe ,POSITIF,rasa
layan ramah,POSITIF,pelayanan
cafenya bersih nyaman,POSITIF,kualitas
slalu betah nongkrong,POSITIF,kualitas
layan nya,POSITIF,pelayanan
makan disni enak,POSITIF,kualitas
paket ayam geprek mantap banget recommended cinta pedas,POSITIF,rasa
cafenya cantik bersih,POSITIF,kualitas
cafenya sederhana unjung,POSITIF,kualitas
dimsumnya gak ragu mantap pasti,POSITIF,rasa
abang kasir keren,POSITIF,pelayanan
kentang goreng nya krenyes banget,POSITIF,rasa
mesan makan gak nyesal deh enak,POSITIF,rasa
ruang cafenya keren,POSITIF,kualitas
layan lambat menu makan siap,NEGATIF,pelayanan
bagus cafenya rame,POSITIF,kualitas
martabak telur enak banget,POSITIF,rasa
indomie goreng nya mantap banget,POSITIF,rasa
nasi goreng mantap banget,POSITIF,rasa
nongkrong disni nyaman bangett,POSITIF,kualitas
walek nyaa mantap bangett nya besar,POSITIF,rasa
ruang berisik,NEGATIF,kualitas
pesan makan,NEGATIF,pelayanan
harga makan pas banget kantong anak kuliah,POSITIF,kualitas
cafenya bersih cantik,POSITIF,kualitas
mie aceh nya enak,POSITIF,rasa
daging ayam,POSITIF,rasa
nasi goreng enak suka telur mateng nya,POSITIF,rasa
indomie nya enak,POSITIF,rasa
nugget enak cocok cemilan nongkrong,POSITIF,rasa
puas nongkrong disni bikin ngilangin tres,POSITIF,kualitas
makan enak ,POSITIF,rasa
suka ayam geprek nya,POSITIF,rasa
layan,POSITIF,pelayanan
gak nyesel deh cafe,POSITIF,kualitas
enak menu makan nya,POSITIF,rasa
layan bagus,POSITIF,pelayanan
indomie enak banget,POSITIF,rasa
sambal ayam geprek nya mantap banget pedas poul,POSITIF,rasa
pisang coklat nya mantap coklat lumer parahh,POSITIF,rasa
indomie kuah enak banget kuah nya mantap,POSITIF,rasa
nasi goreng enak,POSITIF,rasa
mie aceh nya enak banget,POSITIF,rasa
lele nya sambal nya enak,POSITIF,rasa
paket ayam geprek nya super pedas,POSITIF,rasa
mie aceh nya mantap,POSITIF,rasa
paket ayam penyet nya mantap banget,POSITIF,rasa
indomie goreng nya mantap banget,POSITIF,rasa
mie aceh nya enak banget kuah nya pas lidah,POSITIF,rasa
dimsum nya itulo mantap banget gak kecewa deh makan,POSITIF,rasa
kentang goreng krenyes banget,POSITIF,rasa
nugget enak,POSITIF,rasa
bakso goreng enak daging nya,POSITIF,rasa
pisang cokelat nya enak,POSITIF,rasa
walek nya enak,POSITIF,rasa
layan,POSITIF,pelayanan
layan bagus,POSITIF,pelayanan
layan bersih,POSITIF,rasa
abang pegawai ramah,POSITIF,pelayanan
ownernya ramah,POSITIF,pelayanan
abang kasir lucu,POSITIF,pelayanan
cafenya bersih,POSITIF,kualitas
cafenya unik,POSITIF,kualitas
cafenya nyaman nongkrong,POSITIF,kualitas
cafenya bagus,POSITIF,kualitas
ruang cafe nya cantik,POSITIF,kualitas
gak nyesal nongkrong,POSITIF,kualitas
makan enak,POSITIF,rasa
cemilannya enak,POSITIF,rasa
cafeenya cantik,POSITIF,kualitas
unjung rame cowok keren,POSITIF,kualitas
nyaman nongkrong,POSITIF,kualitas
makan enak,POSITIF,rasa
layan bersih,POSITIF,pelayanan
lele penyet mantap banget,POSITIF,rasa
ruang berisik,NEGATIF,kualitas
paket ayam geprek nya enak udh nimun,POSITIF,rasa
cafenya keren,POSITIF,kualitas
cafenya sederhana unjung rame,POSITIF,kualitas
abang nya keren,POSITIF,kualitas
cemilannya enak,POSITIF,rasa
sambal ayam geprek mantap banget,POSITIF,rasa
nasi goreng mantap,POSITIF,rasa
layan bersih,POSITIF,pelayanan
mie aceh nya pas banget enak,POSITIF,rasa
cafenya unik sederhana,POSITIF,kualitas
ruang gerah,NEGATIF,kualitas
kipas angin ruang,NEGATIF,kualitas
gak nyesal kesini,POSITIF,kualitas
pisang cokelat enak banget coklat,POSITIF,rasa
daging ayam nya enak,POSITIF,rasa
indomie goreng nya mantap banget,POSITIF,rasa
nasi goreng mantap,POSITIF,rasa
mie goreng sedap,POSITIF,rasa
mie aceh nya mantap banget,POSITIF,rasa
layan nya,POSITIF,pelayanan
layan bersih,POSITIF,pelayanan
kentang goreng nya krenyes,POSITIF,rasa
nasi goreng mantap suka sma telur mateng nya,POSITIF,rasa
mi acehnya sedap banget gak nyesel deh makan,POSITIF,rasa
suka sambal ayam geprek nya pedas nya mantap,POSITIF,rasa
mie goreng sedap,POSITIF,rasa
makan enak banget disni,POSITIF,rasa
kentang goreng nya mantap,POSITIF,rasa
mi acehnya sedap banget,POSITIF,rasa
slalu betah cafe nyaman banget,POSITIF,kualitas
dimsum nya enak,POSITIF,rasa
martabak telur mantap banget,POSITIF,rasa
layan keren,POSITIF,pelayanan
makan enak,POSITIF,rasa
cafenya nyaman unik,POSITIF,kualitas
ayam geprek nya mantap,POSITIF,rasa
indomie goreng nya enak,POSITIF,rasa
layan nya bersih,POSITIF,pelayanan
cafe nyaman si gak nyesel nongkrong,POSITIF,kualitas
ruang cafenya cantik,POSITIF,kualitas
dimsumnya lo mantap banget,POSITIF,rasa
kentang goreng nya enak banget,POSITIF,rasa
mie aceh nya enak banget kuah pas banget lidah,POSITIF,rasa
cafeenya bersih,POSITIF,kualitas
ruang berisik gerah,NEGATIF,kualitas
pesan makan siap,NEGATIF,pelayanan
lele penyet mantap banget,POSITIF,rasa
pisang coklat enak banget coklat gak pelit,POSITIF,rasa
abang kasir keren,POSITIF,pelayanan
suasana cafenya nyaman bikin betah kalo nongkrong,POSITIF,kualitas
nya nyaman,POSITIF,kualitas
sedap banget,POSITIF,rasa
makan sedap mantap,POSITIF,rasa
makan barvariasi enak,POSITIF,rasa
makan enak banget,POSITIF,rasa
harga menu makan murah,POSITIF,kualitas
makan enak harga jangkau,POSITIF,rasa
layan nya,POSITIF,pelayanan
makan enak,POSITIF,rasa
nya asik nyaman,POSITIF,kualitas
pegawai ramah-ramahh,POSITIF,pelayanan
suasana nya nyaman,POSITIF,kualitas
mantap kali makan nya recommended banget deh,POSITIF,rasa
bagus nyaman santa teman,POSITIF,kualitas
harga cocok kali kantong harga murah mewah,POSITIF,kualitas
enak pokok,POSITIF,rasa
enak banget makan cemilan nya harga jangkau,POSITIF,rasa
tarik,POSITIF,kualitas
mantap makan moga sukses berkah,POSITIF,rasa
nice layan baik,POSITIF,pelayanan
nyaman harga jangkau,POSITIF,kualitas
mantap nyaman layan mantap makan nya harga nya standard,POSITIF,kualitas
nongki kini harga sahabat nya jamin enak,POSITIF,kualitas
nya asik enak ngumpul teman foto bagus,POSITIF,kualitas
nya nyaman menu enak2 pas yg ken nongki bareng teman3,POSITIF,kualitas
nongki yg nyaman ngerjain tugas bareng teman2,POSITIF,kualitas
wajib nongkrong disni ownernya ramah,POSITIF,pelayanan
nyaman,POSITIF,kualitas
enak santai mantap,POSITIF,kualitas
bagus bersih harga jangkau makan cemilan enak2 milik pegawai nya ramah2,POSITIF,kualitas
nya sederhana nyaman,POSITIF,kualitas
mantap nyaman bersih langgan dri buka,POSITIF,kualitas
makan enak wifi lancar,POSITIF,rasa
layan bagus bersih nyaman,POSITIF,pelayanan
dahsyat harga jangkau,POSITIF,rasa
cafenya mantap,POSITIF,kualitas
nongkrong anak muda,POSITIF,kualitas
makan nya enak banget nama cafenya unik,POSITIF,rasa
varian enak lidah enak kantong nagih,POSITIF,rasa
recommended mantap nya,POSITIF,kualitas
rame nongkrong have fun pokok nyantai bareng temen2,POSITIF,kualitas
makan yg pes siap,NEGATIF,pelayanan
bagus menu,POSITIF,kualitas
mantap nya santuy,POSITIF,rasa
sumpah paket ayam penyet nya enak banget lo wajib coba nih,POSITIF,rasa
dimsum nya enak banget jamin gak nyesal mesan,POSITIF,rasa
indomie goreng mantap harga jangkau,POSITIF,rasa
makan enak2 banget,POSITIF,rasa
mie acehnya mantap banget,POSITIF,rasa
layan bagus,POSITIF,pelayanan
daging ayam nya mantap,POSITIF,rasa
nasi goreng nya mantap bangett,POSITIF,rasa
cafenya bagus cocok nongkrong,POSITIF,kualitas
suka banget dimsumnya mantap fool,POSITIF,rasa
paket ayam penyet nya enak lengkap minum,POSITIF,rasa
ruang cafenya keren estetik spot foto2 bagus,POSITIF,kualitas
layan,NEGATIF,pelayanan
